序号,纳入口径,企业代码,企业中文名,企业英文名,身份,合作伙伴等级,行业一级分类,展位号,展馆,展厅或区域,展馆代码,展厅或区域代码,官方目录 URL,快照日期
509,参展企业,18d3854851164f2bacd1b94d8601f9c2,北京灵御智能科技有限公司,"Beijing Lingyu Intelligent Technology Co., Ltd.",展商,,具身智能,H3-A422,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
510,参展企业,7ed5f2d996ed474581b792e9bc5f1cda,北京焱融科技有限公司,"Beijing Yanrong Technology Co., Ltd.",展商,,核心技术,L076,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
511,参展企业,90d7afb5b43742409cfbaf44caf4f46c,北京爱诗科技有限公司,AIsphere,展商,,核心技术,X1B-101,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
512,参展企业,4e0508dc4be14d528ee3b04151ceacb1,北京理工大学,Beijing Institute of Technology,展商,,人才与教育,H4-025,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
513,参展企业,9920038b7a1f4e47a5b1128f80349f6f,北京生数科技股份有限公司,"Beijing ShengShu Technology Co., Ltd.","展商,论坛主办方",,核心技术,X1B-301,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
514,参展企业,1d44e13cb86f4de5b9a896cf29e3a388,北京知乎网技术有限公司,"Beijing Zhihuwang Technology Co., Ltd.",展商,,其他,X1B-107,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
515,参展企业,1d44e13cb86f4de5b9a896cf29e3a388,北京知乎网技术有限公司,"Beijing Zhihuwang Technology Co., Ltd.",展商,,其他,H1-208,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
516,参展企业,2cb42325d2de468eb1bfb912613d14d1,北京硅基流动科技有限公司,"BEIJING SILICONFLOW TECHNOLOGY CO., LTD",展商,,核心技术,H1-B935,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
517,参展企业,b81c2776eac74eceab18dd198186f829,北京神州泰岳软件股份有限公司,"Ultrapower Software Co., Ltd",展商,,核心技术,L077,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
518,参展企业,77d2d4baccd046fb8f83e51b5f32c673,北京科杰科技有限公司,KeenData,展商,,核心技术,H2-E523,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
519,参展企业,0c3e9bb038bf4737aadeff1c88593aa5,北京算力之光通信技术有限公司,"Beijing Computing Power Light Communication Technology Co., Ltd.",展商,,核心技术,Z2B-409,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
520,参展企业,c893c7f44a414ef48df09f9845133ca8,北京网聘信息技术有限公司,"Beijing Wangpin Information Technology Co., Ltd.",展商,,人才与教育,Z2A-401,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
521,参展企业,a86dca0cb19849fcb1ef7db0049aae5b,北京致敬未知科技有限公司,"Beijing Honor The Unknown Technology Co., Ltd",展商,,智能终端,X1C-701,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
522,参展企业,772e742103f749d8ad758095d4e15833,北京艾力泰尔信息技术股份有限公司,"Beijing Elitel Information Technologies Co., Ltd.",展商,,核心技术,L060,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
523,参展企业,a74f3f67572f4221b2c48910b8d0c417,北京衔远科技有限公司,"BEIJING FRONTIS TECH CO., LTD.",展商,,核心技术,H1-C820,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
524,参展企业,6761ef56af224b7da425b4990012d20e,北京谋先飞技术有限公司,Motphys Tech Beijing,展商,,具身智能,H3-E408,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
525,参展企业,a780dbe6aeb14d7b9c66e8ae98106b4a,北京越伴动力科技有限公司,Luvbot,展商,,具身智能,X1C-307,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
526,参展企业,0ab6d36f5d174316a6a596cc52039b9e,北京趋境科技有限责任公司,Approaching.AI,展商,,核心技术,H4-019,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
527,参展企业,76b8aa4d35d44cd38b2ee2bef42b561d,北京达奇月泉仿生科技有限公司,Yue Quan Bionics Ltd.,展商,,具身智能,H3-E126,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
528,参展企业,66e22d4642554b4ca669f4b607f11a70,北京迪天嘉业信息科技有限责任公司,"Beijing Ditianjiaye I&T Co.,Ltd",展商,,工业互联与智能制造,Z2B-609,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
529,参展企业,1b0df9bb30cc46db8556c4a0304a232d,北京金钢科技有限公司,KingKong Technology,展商,,制造业,H3-A324,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
530,参展企业,bef30a1bbd134836ba9f72f0185f65df,北京银河通用机器人股份有限公司,"Beijing Galbot Al Co., Ltd.",展商,,具身智能,H3-C601,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
531,参展企业,be4fb5c8805d4391a01eba379e0f196a,北京零一万物科技有限公司,01.AI,展商,,核心技术,H1-C120,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
532,参展企业,00a8ba024870473582588cba36404ac1,北京面壁智能科技有限责任公司,ModelBest Inc.,"展商,论坛主办方",,核心技术,H1-C730,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
533,参展企业,80c732b850634a099322030c25922237,北京首都在线科技股份有限公司,"Capitalonline Data Service Co., Ltd",展商,,核心技术,Z1C-513,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
534,参展企业,3f894442056e4f24a11d5df38494728d,北京麦麦趣耕科技有限公司,"Beijing Maimai Agriculture Joy Technology Co.,Ltd.","展商,论坛主办方",,农、林、牧、渔业,H2-E508,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
535,参展企业,0eb435c1b96948d3a312b357c814f996,千觉机器人科技（上海）有限公司,"Xense Robotics Technology (Shanghai) Co., Ltd.",展商,,具身智能,H3-B127,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
536,参展企业,dfd311576153496abbd852935c7a7967,半醒具身（上海）智能科技有限公司,"Banxing Embodied(Shanghai) Intelligence Technology Co., Ltd.",展商,,具身智能,H3-C324,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
537,参展企业,770b1e0039c34f938533ee44ab218a7f,华东政法大学,East China University of Political Science and Law,"展商,论坛主办方",,人才与教育,L055,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
538,参展企业,a3dd505d50324e2e81ad2e9cb6b1f3fb,卓世科技（海南）股份有限公司 , Zoellent Technology,展商,,具身智能,H4-053,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
539,参展企业,6ae3a103ca3d483db76b7f5ca9e87685,南京因克斯智能科技有限公司,"Nanjing Encos Intelligent Technology Co., Ltd",展商,,具身智能,H3-E306,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
540,参展企业,79d8426930254216a7efc1035785e13a,南京宇叠智能科技有限公司,"Nanjing Udexreal Tech Co.,Ltd",展商,,具身智能,H4-091,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
541,参展企业,7e8064a3f7d0499796ead43e4df6bc0a,南京旺德睿信息技术有限公司,"Nanjing WangDeRui Information Technology Co., Ltd",展商,,核心技术,H4-107,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
542,参展企业,45ad600f93f94e298b3dbb1f05c120e8,南京深度智控科技有限公司,"Nanjing DeepCtrls Technologies Co., Ltd.",展商,,工业互联与智能制造,H1-D734,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
543,参展企业,6917c68c53c848cc902bbdefe89bd066,南京炫佳网络科技有限公司,"Nanjing Xuanjia Network Technology Co., Ltd.",展商,,核心技术,X1A-101,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
544,参展企业,6362127c1022490282438e620001e0f5,南京维界科技有限公司,ViewX Ltd,展商,,智能终端,X1C-511-04,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
545,参展企业,7c94e9a7b630456e86f2393a7331fdc0,南宁宇立仪器有限公司,Sunrise Instruments,展商,,具身智能,H3-E518,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
546,参展企业,34cc279ca9634ba7b3c52446f61b068b,南宁市腾云智算科技有限公司,"Nanning Tengyun Intelligent Computing Technology Co., Ltd.",展商,,制造业,Z2B-303,张江科学会堂,张江科学会堂-张江厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_9,https://www.worldaic.com.cn/exhibitors,2026-07-18
547,参展企业,53fe6f88824749cc8a4acfa6c6c0681d,南昌酷德智能科技有限公司,"Nanchang Kude Intellegient Technology Co.,Ltd",展商,,具身智能,H3-A121,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
548,参展企业,4b6961ff5e0b4a8d8aecaa490bb36690,卡尔蔡司（上海）管理有限公司,"CARL ZEISS (SHANGHAI) CO., LTD.",展商,,制造业,H1-A518,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
549,参展企业,5131cd551fb2433ba9e345c9c428ea38,卧龙电气驱动集团股份有限公司,"Wolong Electric Group Co., Ltd",展商,,具身智能,H1-A234,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
550,参展企业,07ff7c9a50c04c24aac6a634a38b575a,原子埃尔信息技术（嘉兴）有限公司,"Yuanzi Aier Information Technology (Jiaxing) Co., Ltd.",展商,,智能终端,X1C-511,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
551,参展企业,9b4fd8a5dfef41ad92137f3f2f9c9b46,厦门力晟传感科技有限公司,"Xiamen Leedsence Technology Co.,Ltd",展商,,工业互联与智能制造,H1-A121,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
552,参展企业,6883e51b88d54bcc97ebb829e342d16d,厦门新晟芯科技有限公司,"Xiamen Xinshengxin Technology Co., Limited",展商,,批发和零售业,Z1A-103,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
553,参展企业,962f62b3147c4e16a8e9e65150a04fad,友川精密技术（东莞）有限公司,"Tomogawa precision technology(Dongguan)Co.,Ltd.",展商,,制造业,H3-A101,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
554,参展企业,bb9db9ab5e584f269196282441ebf8f7,合肥智源律动智能科技有限公司,"Hefei Zhiyuan Ludong Intelligent Technology Co., Ltd.",展商,,智能终端,L034,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
555,参展企业,c79d3191de304a0c8d285a70423f7cd8,同济大学,TONGJI UNIVERSITY,"展商,论坛主办方",,人才与教育,H4-124,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
556,参展企业,c1d4f148a1e14b65acc33c06cecb962f,启智开悟（上海）机器人有限公司,"Openmind (Shanghai) Smart Intelligent Robotics Co.,Ltd",展商,,具身智能,H3-E216,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
557,参展企业,842edaaa6c9f402eb381e9cf8f6bbf67,和利时科技集团有限公司,"HollySys Technology Group Co.,Ltd.",展商,,核心技术,H1-A130,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
558,参展企业,78278836805f4cd4ad0c3fca79b7b64b,哔哩哔哩,bilibili,展商,,其他,H1-B817,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
559,参展企业,78278836805f4cd4ad0c3fca79b7b64b,哔哩哔哩,bilibili,展商,,其他,X1A-505,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
560,参展企业,a03d5c5c3e7043ffa538ad0a1d7cc0fc,唯亚威通讯技术（北京）有限公司,VIAVI Solutions Inc.,展商,,核心技术,Z1A-415,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
561,参展企业,bc129e58cbc94b0fb3deda6ed0a45eb2,喜和香港有限公司,ZIM HONG KONG LTD,展商,,制造业,H1-D917,世博展览馆,世博展览馆H1,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_1,https://www.worldaic.com.cn/exhibitors,2026-07-18
562,参展企业,6decdf080259453784e0c2c3d0c18f17,嘉兴精锋智能技术有限公司,"Jiaxing PS-Micro Intelligent Technology Co., Ltd.",展商,,其他,H4-FT B501,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
563,参展企业,3d57a5b78f4d4e8d9a65ebaec47ca39a,嘉兴超维信息技术有限公司,Super Dimension (Jiaxing) InfoTech Ltd.,展商,,制造业,X1A-901,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
564,参展企业,3701ae0ab9c9472cb61d3c1846975eda,四川具身人形机器人科技有限公司,"Sichuan Embodied Intelligent Robot Technology Co., Ltd",展商,,具身智能,H4-088,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
565,参展企业,b3149ed28724407e849e8f326b1e4048,四川天链机器人股份有限公司,"Sichuan TLIBOT Co., Ltd.",展商,,具身智能,H3-D327,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
566,参展企业,787f2d027016462daeaeb74b34839dc8,四川语言桥信息技术有限公司,"Sichuan Lan-bridge Information Technology Co., Ltd",展商,,租赁业与商业服务业,H4-069,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
567,参展企业,c69f1ac91f284ecaa262fad4900e6af2,国科华盾（北京）科技有限公司,"Huadun Information Co., Ltd.","展商,论坛主办方",,核心技术,H4-125,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
568,参展企业,c69f1ac91f284ecaa262fad4900e6af2,国科华盾（北京）科技有限公司,"Huadun Information Co., Ltd.","展商,论坛主办方",,核心技术,H4-125,世博展览馆,世博展览馆H4,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_11,https://www.worldaic.com.cn/exhibitors,2026-07-18
569,参展企业,a70d98955d7846ae9fe5a80b15050b6d,图为信息科技（深圳）有限公司,"TWOWIN INFORMATION TECHNOLOGY (SHENZHEN) CO., LTD",展商,,核心技术,L027,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
570,参展企业,110ef690f1a54ec094ad4d2158c8030b,图灵微雀人工智能技术研发(南京)有限公司,"Turing Micro Sparrow Artificial Intelligence Technology Research and Development (Nanjing) Co., Ltd.",展商,,核心技术,Z1A-118,张江科学会堂,张江科学会堂-海科厅,VO_EXHIBITION_HALL_3,VO_EXHIBITOR_BOOTH_LOCATION_8,https://www.worldaic.com.cn/exhibitors,2026-07-18
571,参展企业,fb8a8d9010ab46bc9baeec3b5d997473,圣点世纪科技股份有限公司,"Saint Deem Technology Incorporated Co., Ltd",展商,,智能终端,L010,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
572,参展企业,484811aeae6e48d89e3270540ddfa65d,均胜电子股份有限公司,Ningbo Joyson Electronic Corp.,展商,,具身智能,H3-C624,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
573,参展企业,db741b91d19b4d5ea1ab89b964985ed9,墨现科技（东莞）有限公司,"Matrix Technology （Dongguan）Co.,Ltd.",展商,,具身智能,H3-E508,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
574,参展企业,1f8401bfdf8b41aa998c05e74dc10888,壹沓科技（上海）有限公司,"ONEAIX Technologies (Shanghai) Co., Ltd","展商,论坛主办方",,核心技术,L047,世博中心,世博中心,VO_EXHIBITION_HALL_2,VO_EXHIBITOR_BOOTH_LOCATION_6,https://www.worldaic.com.cn/exhibitors,2026-07-18
575,参展企业,ff5cadbc2cc841858523066fe23163f6,大咖机器人（北京）有限公司,DaxAI Robot,展商,,具身智能,H3-C404,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
576,参展企业,eacf45ff985143d684c440a6b21344f9,大寰机器人科技股份有限公司,"DH-Robotics Technology Co., Ltd.",展商,,具身智能,H3-B112,世博展览馆,世博展览馆H3,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_3,https://www.worldaic.com.cn/exhibitors,2026-07-18
577,参展企业,68f43be9a1e447fe83fb2ba428e2c562,大连博涛文化科技集团股份有限公司,"Dalian Betop Culture and Technology Group Stock Co., Ltd.",展商,,文娱艺术与元宇宙,X1C-901,西岸国际会展中心,西岸国际会展中心,VO_EXHIBITION_HALL_4,VO_EXHIBITOR_BOOTH_LOCATION_12,https://www.worldaic.com.cn/exhibitors,2026-07-18
578,参展企业,68f43be9a1e447fe83fb2ba428e2c562,大连博涛文化科技集团股份有限公司,"Dalian Betop Culture and Technology Group Stock Co., Ltd.",展商,,文娱艺术与元宇宙,H2-E524,世博展览馆,世博展览馆H2,VO_EXHIBITION_HALL_1,VO_EXHIBITOR_BOOTH_LOCATION_2,https://www.worldaic.com.cn/exhibitors,2026-07-18
